city,date,time,product_name,image_url,content_below_name,pieces,offer_percentage,actual_price,selling_price,delivery_time,ad_status,which_product
Jayanagar 560041,21-12-2025,12:26:07 PM,"boAt Stone 110 Bluetooth Speaker with 3W Signature Sound, Up to 15Hrs Playback, Built-In Mic, TWS Feature, Bluetooth v5.4, AUX Port, Voice Assistant & IPX4 Water Resistance(Raging Black)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/6/2/4cf4b13b-17ac-477c-b607-b4335c181974_525613_1.png","Pocket speaker, punchy sound",1 Piece,80,2499,499,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:07 PM,Dubstep Buzz X9 With 56 Hrs Playtime Enc Tws Earbuds (Black),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/6/12/442267da-bd06-4b30-bfc6-628434033fdc_279239_1.png","56H play, clear calls",1 pack,86,2999,399,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:07 PM,"Hammer Ultra Pods In-Ear Truly Wireless Earbuds With Mic, 30 Hours Playtime, IPX5, Bluetooth v5.3 (Blue)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/9/13/6a4e597a-97bc-48d8-b23f-1592f0f52c06_691558_1.png",Extended play earbuds,1 unit,87,3499,439,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:07 PM,Portronics Conch Theta C Type C Wired Earphone - White,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/28/021220db-3a91-4a6a-a461-43ba1938b6ae_NUCDCJBKHH.png","Stereo sound, compact design",1 unit,65,799,279,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:07 PM,"Dubstep Pop 600 (6W, 15 Hrs Playtime), Wireless Bluetooth Speaker with Mic v5.3, TWS Function (Grey)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/24/0420f37e-0183-43f6-9497-1ba2c1d5adb8_TX2WD0K4TS.png",Fun speaker with mic,1 unit,81,1999,379,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:07 PM,"Noise Pulse 2 Max Smart Watch, 1.85 Inches LCD Display, 7 Days Battery Life, Water Resistant, Bluetooth Calling (Pink)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/31/8ede9ee0-b448-4137-8637-818b64396f68_SNFM2VQO8K.png",Big screen smartwatch,1 unit,81,5999,1099,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:07 PM,"boAt Aavante Bar 590 with 25W RMS Stereo Sound,Up to 6 HRS Playback, Wireless Soundbar (Pebble Black)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/24/443533f9-da61-42ef-8349-15fe689995f6_3HT5R0KJ6O.png",Slim TV sound boost,1 pack,81,5990,1099,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:07 PM,"boAt Lunar Discovery With 1.39"" HD Display, Turn-by-Turn Navigation & DIY Face Studio-Active Black","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/24/4fa32d53-d900-402c-9ab3-5bf14839a639_YV32KC0N16.png",Built-in GPS tracker,1 pack,82,8499,1499,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:07 PM,"Nu Republic Soundbar 20 (20W, 12 Hrs Playtime), Wireless Bluetooth Soundbar with Mic v5.3 (Black)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/4/22/2324630c-6912-4ae4-a0a2-3ed52c3a256d_814508_1.png",Compact Bluetooth soundbar,1 unit,85,4499,659,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:07 PM,"boAt Airdopes 280 ANC In Ear TWS Earbuds With Quad Mic, 60 Hours Playtime, ENx Tech (Black)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/30/e11437af-bef6-4d1c-ba60-79329ef0ccbe_DLB8YSJTNP.png",Quad-mic clarity,1 unit,81,6990,1299,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:07 PM,Portronics Conch Theta C Type C Wired Earphone - Black,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/4/21/51dacacd-eb82-4735-b181-28164846dc69_461617_1.png",Crystal-clear sound with rich bass,1 Piece,65,799,279,11 MINS,Organic,boAt Airdopes Prime Wireless Earbuds
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Purifying Neem Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/21/bc908fc2-ec2a-4a6a-bc67-57db82b3e763_1319_01.png",Applied for Anti-acne & Pimples,100 ml,12,189,166,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Purifying Neem Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/21/df1c3b57-6d59-4cf2-b5aa-ba6f93154af7_1320_01.png","Purifying Cleanse, Neem Power.",200 ml,18,449,368,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Purifying Neem Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/21/59c22e93-d9c4-4778-828d-264bff4c28be_45133_01.png","Purifying Cleanse, Neem Power.",400 ml,25,599,449,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Foxtale Vit C Super Glow Face Wash|Detan and Glow,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/10/18/d28ff220-2ef8-4ba3-bca5-98895bb2ee6e_109073_1.png",,100 ml,14,249,214,,Ad,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Purifying Neem Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/21/115c41b1-7116-4470-afcc-81c4e040446e_95149_01.png","Purifying Cleanse, Neem Power.",300 ml,18,549,445,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Purifying Neem Foaming Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/3/21/3d0afdf5-a858-4f6a-8f77-e0cca792e82f_3801_1.png",,150 ml x 2,14,550,472,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Purifying Neem Face Pack,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/2a17643d35b9ae26f07a485fb9c3814a",Herbal face pack with neem to fight acne and cleanse skin.,100 g,13,160,139,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Natural Glow Kesar Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/2/26/a6c2196b-b0a9-4883-9b06-43b07d25d1b9_62028_1.png",Brightening face wash with saffron for glowing skin,150 ml,17,279,229,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Oil Clear Lemon Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/2/26/26c25f7d-0d76-454c-8a9d-7369bb6b6cdc_88371_1.png",Cleanses oily skin with refreshing lemon.,200 ml,18,399,327,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Poll Detox Charcoal Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/30/f2cfedad-6670-47c0-b534-466739bfa7fb_134857_1.png",Detox face wash with charcoal for pollution defense,100 g,15,220,185,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Everyuth Purifying Neem Facewash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/9/20/d7ca30f5-f448-44d2-b2e3-19e63b508bbe_26967_1.png",Neem-based cleanser for clear skin,150 g,39,225,137,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya B Vitamin C Blueberry Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/7/27/1449a050-4197-40af-820d-13d3c977fccb_facewash_RAY6VPJC6K_MN.png",Antioxidant-rich face wash for brighter skin,100 ml,17,209,173,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Cetaphil Gentle Skin Cleanser Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/6/ac0bf488-adda-419b-83f0-1708d9b3e5dd_64716_1.png",Gentle face cleanser for daily use,125 ml,11,429,378,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Neem & Turmeric Soap,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/vykjrb9mfkjfi2jnquia",Antibacterial herbal soap for clear skin,125 g,11,60,53,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Under Eye Cream,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/alfqownixkdf6slaoerm",Herbal cream to reduce dark circles and fine lines,15 ml,16,225,189,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Moisturizing Aloe Vera Face Gel,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/1/10/5f2f9db1-a100-4b26-b321-c1c8edb98cf7_44273_1.png","Soothing & Hydrating, Aloe Vera Gel.",100 ml,13,90,78,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Aloe & Cucumder Refreshing Body Lotion,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/00bf0693842ca56560835d3ec865f30c",Refreshing body lotion for summer hydration,400 ml,18,399,327,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Moisturising Aloe Vera Facial Wipes - 25 Wipes,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/7df9473a9067066e3c5ce550c35bf423",Hydrating Aloe Vera Wipes for Fresh Skin Anytime,1 pack,13,120,104,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Dark Spot Cl Turmeric Face Pack,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/4/1/63787726-1d64-47f3-89bf-03373e47951e_887214_1.png",Turmeric face pack for reducing dark spots,100 g,12,210,183,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Anti-Hair Fall Bhringaraja Shampoo,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/e1b7ba9e74287a45e8d85ad0fb129e06",Herbal shampoo to reduce hair fall and strengthen roots.,340 ml,16,319,265,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Almond & Rose Soap,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/x3bbk9aq3cv3lcmg3rcs",Moisturizing bathing soap with almond & rose extracts,125 g,11,60,53,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya anti-dandruff tea tree shampoo,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/3/8/dbbe1028-c19e-484a-81d5-ad4c660b8df3_88387_1.png",Controls dandruff with soothing tea tree formula.,1 ltr,39,1059,638,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Clean & Clear Foaming Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/ixavngmca1fvckii5b38","Deep Cleanse, Foaming Formula.",100 ml,8,199,183,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Anti Hair Fall Bhringaraja Conditioner,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/3/8/d5efb327-2d4e-4acd-ba77-8d0beebfc127_808164_1.png",Conditioner to reduce hair fall and improve strength,180 ml,15,199,169,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Everyuth Walnut Scrub and Purifying Neem Facewash Combo,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/a71c4638f779e18bff1f327a1d91625e",Deep-cleansing skincare duo,1 combo,24,435,328,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Winter cherry & Aloe Nourishing Serum,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/11/12/f9386769-7a5d-45bc-a2a4-1ca0dac127c3_1557_1.png",Herbal body lotion for deep nourishment and hydration,400 ml,18,399,327,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Cocoa Butter Intensive Serum Body Lotion,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/11/6/8fb5b687-3f7d-4af9-8116-b55357a96d03_53283_1.png",Intensive care lotion for dry skin with cocoa butter nourishment.,400 ml,40,445,265,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Himalaya Tan Removal Orange Peel-Off Mask,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/213cce68d94d7424c3545eeae695979e","Orange peel mask for clear, tan-free skin",100 g,12,180,157,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Biotique Fresh Neem Pimple Control Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/b7d98b6bce1f23bde8aa4df228b3fbf9",Ayurvedic neem cleanser for acne-prone skin,200 ml,22,299,233,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Everyuth Purifying Neem Facewash and Tan Removal Choco Cherry Combo,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/589d6b7bdc0c4f18f66933faae82350b",Skincare combo for cleansing and glow,1 combo,25,365,272,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Clean & Clear Foaming Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/9/23/617c7f30-2b3c-475c-8fbf-6c9b7497c7ea_8908_1.png",Oil-free daily face wash for clean and clear skin,150 ml,4,285,271,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:26:36 PM,Biotique Bio Papaya Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/9/20/e1e9bdcd-3d37-4b2e-9bce-08df57d1b38c_7363_1.png","Brightening Cleanse, Papaya Power.",100 ml,17,199,165,11 MINS,Organic,Himalaya Neem Purifying Face Wash
Jayanagar 560041,21-12-2025,12:27:08 PM,Bombay Shaving Company Sensi Smart 3 Razor,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/8/7/d5b0bd6a-2d8e-425c-b000-0000a2d1b0d6_73824_1.png",Triple blade razor for sensitive skin,1 pack,33,149,99,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Bombay Shaving Company Sensi Flo 6 Razor Cartridge For Men,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/3170412fb850742419800506d7d1c74f",6-blade razor cartridge for a smooth and gentle shave,4 pieces,10,999,899,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Oye Happy Whistle Blower,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/12/13/48799e86-7394-4f49-94a3-f53e453ce9f2_379874_1.png",Fun novelty gift designed for cheeky surprises,2 pieces,40,399,239,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,"Bombay Shaving Company Premium Shaving Kit for Men (5-in-1 Grooming Combo, 400 g)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/8/7/3a17c1b9-dd2e-4298-ad1f-82520554628f_22328_1.png",Elevate your daily ritual into a moment of luxury and self-care.,400 g,43,799,449,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Mach3 Shaving Blades Cartridges (Pack of 6),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/11/11/fb41fb67-61d0-4a4c-952c-863c44588968_14714_1.png",Replacement blades for a smooth Mach 3 shave,6 pieces,5,890,845,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Fusion Manual Shaving Razor Blades Cartridge,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/9/20/267af2d0-fb9e-44fb-bc6a-896fe59bcbcb_14712_1.png",Precision 5-blade cartridges for a smooth shave,4 pieces,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Presto Ready Shaver 5 Cartridges,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/12/9/1d9a93f4-f070-4018-8418-92819433a26b_510_1.png","Disposable razors for quick, clean shaving",5 pieces,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Regular Shaving Foam,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/b4dac81d4649ef5d2f5a3514fc92bcc0",Rich lather shaving foam for a smooth shave,50 g,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Venus Simply - Hair Removal Razor For Women 3 Blades,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/ed914cf97c69aadb8ee4ca159c36ee3f",3-blade disposable razor for smooth shaving,1 Piece,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Mach3 Razor Light Shaving Razor for Men,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/6/6/f69de37b-8385-42da-8146-cf772d0dc035_276334_1.png","Smooth Shave, Precision Engineering.",1 Piece,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Guard 3 Razor - With 2 Catridges,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/af9daa4636ce37953b98a54e66032ca4",Triple blade razor with 2 cartridges,2 pieces,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Mach3 Cartridge Blade,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/1/22/722fbb46-7352-4d48-a8e5-6699e425200d_1609_1.png",Precision 3-blade cartridge for smooth shave,1 Piece,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Fusion Manual Shaving Razor Blades Cartridge and Classic Foam Shave Combo,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/2/76b51d89-a7e4-49f5-8bb1-646afee5c4ce_858997_1.png",,1 combo,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Venus Smooth Hair Removal Razor For Women With Aloe Vera,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/4/7/a15e77e6-c726-447f-a460-e00d8ff20fe8_18101_1.png","Aloe-infused razor for a close, smooth shave",1 Piece,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Bombay Shaving Company Premium Perfume Set for Men (300 g Gift Set),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/8/31/0c53c8d9-ab90-4fff-b815-ab0fe466acb1_67837_1.png",Curated Scents for Every Destination and Moment,90 ml,66,1495,499,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Bombay Shaving Company Natural Antiseptic & Astringent Alum or Fitkari Bar,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/11/17/529f36c6-460c-478b-91e2-7d4f8d9c6584_473786_1.png","Natural Shaving, Alum Block.",100 g,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Mach 3 Shaving Blades And Pre Shave Foam Classic Sensitive Skin,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/b8fef394304022f200980dbd25538b9b",Smooth shave with sensitive care formula,1 combo,3,1165,1120,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Venus Comfortglide Hair Removal Razor For Women With Avocado Oils & Body Butter,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/4/7/7b5aafa0-975b-42c1-9508-768dfb2d3faa_26786_1.png",Women’s razor with avocado oils for smooth shave,1 Piece,10,375,337,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Venus Bikini Sensitive Hair Removal Razor| Intimate Care| Derm Tested | No Irritation,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/ef947ac3b78f725fbfd3848fa5b2eb80","Gentle razor for intimate areas, dermatologist-tested",1 Piece,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Sensitive Shaving Foam,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/12/4/2bd6e375-5b70-4e0f-ab7e-b9118b52ed3f_8_1.png",Gentle shaving foam for sensitive skin,418 g,,,,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
Jayanagar 560041,21-12-2025,12:27:08 PM,Gillette Fusion Shaving 5 Bladed Cartridges And Pre Shave Foam Classic Sensitive Skin,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/14837b197e509f37c994d8d06aa3cda1",Shaving Combo for Sensitive Skin,1 combo,4,1997,1911,11 MINS,Organic,Bombay Shaving Company Classic Safety Razor
